Total Number of Aligned Reads:	810	Total Number of Mapped Genomes:	1229
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|546268|BACT_810|gi|260590263|ref|NZ_ACEO02000014.1|	0.0006187925724931784	0.003703703703703704	3.0	0.003703703703703704	0.0	0.0005168191439510333	0.0012345679012345679	1.0	0.0	0.0024691358024691358
ti|553171|BACT_1453|gi|282859254|ref|NZ_ADFO01000069.1|	0.0005316680161968526	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.0004962633805556766	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|469606|BACT_573|gi|224461539|gb|ACDE01000014.1|	0.0005178548435096395	0.0024691358024691358	2.0	0.0024691358024691358	0.0	0.0005144337597717955	0.0012345679012345679	1.0	0.0012345679012345679	0.0012345679012345679
ti|375063|BACT_616|gi|145641565|ref|NZ_AAZJ01000008.1|	0.0005143675516125551	0.0006172839506172839	0.5	0.0012345679012345679	0.0	0.00048115759725277915	0.0006172839506172839	0.5	0.0	0.0012345679012345679
ti|375063|BACT_4043|gi|145641565|ref|NZ_AAZJ01000008.1|	0.0005143675516125551	0.0006172839506172839	0.5	0.0012345679012345679	0.0	0.00048115759725277915	0.0006172839506172839	0.5	0.0	0.0012345679012345679
ti|209882|BACT_567|gi|34763751|ref|NZ_AABF02000091.1|	0.0005110188758898456	0.0	0.0	0.0	0.0	0.0005143675516125551	0.0006172839506172839	0.5	0.0012345679012345679	0.0
ti|596320|BACT_804|gi|241758903|ref|NZ_ACQV01000010.1|	0.0004612233729815459	0.0024691358024691358	2.0	0.0024691358024691358	0.0	0.0007695088907037366	0.0024691358024691358	2.0	0.0012345679012345679	0.0024691358024691358
ti|596320|BACT_804|gi|241759668|ref|NZ_ACQV01000022.1|	0.0003665171880898579	0.013580246913580247	11.0	0.013580246913580247	0.0	0.00023676089997572814	0.009259259259259259	7.5	0.007407407407407408	0.003703703703703704
ti|679190|BACT_1456|gi|282878593|ref|NZ_ADEG01000077.1|	0.00034551049797888506	0.0006172839506172839	0.5	0.0	0.0012345679012345679	0.0002786134310019589	0.0006172839506172839	0.5	0.0	0.0012345679012345679
ti|679190|BACT_1456|gi|282876938|ref|NZ_ADEG01000003.1|	0.00034551049797888506	0.0006172839506172839	0.5	0.0	0.0012345679012345679	0.0002786134310019589	0.0006172839506172839	0.5	0.0	0.0012345679012345679
ti|122586|BACT_807|gi|77358697|ref|NC_003112.2|	0.0003183021894934015	0.006172839506172839	5.0	0.006172839506172839	0.0	0.00011937912069683291	0.00021842355175688511	0.17692307692307693	0.0	0.0024691358024691358
ti|686660|BACT_1526|gi|282849485|ref|NZ_ADFU01000012.1|	0.00027477808433883213	0.0049382716049382715	4.0	0.0049382716049382715	0.0	0.0002613733385330972	0.002777777777777778	2.25	0.0024691358024691358	0.0012345679012345679
ti|547045|BACT_809|gi|234151534|ref|NZ_ACKO02000019.1|	0.0002648526675171092	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00020110348336087157	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|546268|BACT_810|gi|260590267|ref|NZ_ACEO02000018.1|	0.0002254529037289916	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00023421419136561355	0.001851851851851852	1.5	0.0012345679012345679	0.0012345679012345679
ti|864570|BACT_3100|gi|306396726|gb|GL397256.1|	0.00019753588319930637	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00019753588319930637	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|469608|BACT_1407|gi|290508229|ref|NZ_GG745508.1|	0.00018401597362981362	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.005183151957628629	0.001851851851851852	1.5	0.0012345679012345679	0.0012345679012345679
ti|546264|BACT_803|gi|223045306|ref|NZ_ACEN01000005.1|	0.00017789271080958683	0.006172839506172839	5.0	0.006172839506172839	0.0	7.895923620661029e-05	0.001851851851851852	1.5	0.0012345679012345679	0.0012345679012345679
ti|553175|BACT_889|gi|229496940|ref|NZ_ACNN01000035.1|	0.000147507768465853	0.0049382716049382715	4.0	0.0049382716049382715	0.0	0.00014751455066998133	0.005555555555555556	4.5	0.0049382716049382715	0.0012345679012345679
ti|393480|BACT_565|gi|110294834|gb|AARG01000014.1|	0.00014369243446099545	0.0024691358024691358	2.0	0.0024691358024691358	0.0	0.00412262672573446	0.005761316872427983	4.666666666666666	0.0049382716049382715	0.0024691358024691358
ti|864567|BACT_3098|gi|305678782|gb|GL397179.1|	0.00012932163579188868	0.008641975308641974	7.0	0.008641975308641974	0.0	0.00040555526955775756	0.0053497942386831285	4.333333333333334	0.003703703703703704	0.003703703703703704
ti|521004|BACT_617|gi|229845553|ref|NZ_ABWW01000015.1|	0.00011873433589362728	0.0012345679012345679	1.0	0.0	0.0012345679012345679	0.0001151070652773474	0.0002601885039161025	0.210752688172043	0.0	0.0024691358024691358
ti|553178|BACT_325|gi|228473903|ref|NZ_ACLQ01000035.1|	0.00011618263608348953	0.003703703703703704	3.0	0.003703703703703704	0.0	0.00011618263608348953	0.003703703703703704	3.0	0.003703703703703704	0.0
ti|575611|BACT_1455|gi|288924552|ref|NZ_GG739926.1|	0.00010210372098112687	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00010212753418208185	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|553184|BACT_90|gi|221194879|ref|NZ_ACFE01000002.1|	0.00010208994600885922	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00010208994600885922	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|546264|BACT_803|gi|223045383|ref|NZ_ACEN01000082.1|	0.0001020705142179264	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00010208804219281371	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|546263|BACT_1439|gi|294670771|ref|NZ_ADBF01000253.1|	9.966335616855926e-05	0.0	0.0	0.0	0.0	5.2379441371880784e-05	0.0001234567901234568	0.1	0.0	0.0012345679012345679
ti|655813|BACT_1513|gi|293366021|ref|NZ_GG749271.1|	8.83628210591641e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	8.159189170091048e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0
ti|553177|BACT_327|gi|213962763|ref|NZ_ABZV01000007.1|	7.340166740197479e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0	7.33930954236047e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|553178|BACT_325|gi|228473420|ref|NZ_ACLQ01000023.1|	7.339348457350706e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0	7.339287310093938e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0
ti|596322|BACT_1116|gi|228476551|ref|NZ_ACLO01000018.1|	7.339246289708732e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	7.339244943630473e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|553175|BACT_889|gi|229496724|ref|NZ_ACNN01000029.1|	7.339246289708732e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	7.339246289708732e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|469621|BACT_1399|gi|294781728|ref|NZ_GG770374.1|	7.236548287168752e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0	7.237179332211463e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0
ti|340100|BACT_230|gi|163854304|ref|NC_010170.1|	7.043333189781496e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	0.00035015709916826515	0.0013468013468013467	1.0909090909090908	0.0012345679012345679	0.0012345679012345679
ti|395019|BACT_272|gi|189347993|ref|NC_010801.1|	7.036150767727961e-05	0.0	0.0	0.0	0.0	0.0003518091592312152	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|266264|BACT_1573|gi|56550557|ref|NC_006525.1|	6.993036131735667e-05	0.0006172839506172839	0.5	0.0	0.0012345679012345679	0.0003501361265389648	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|266264|BACT_1573|gi|291434858|ref|NC_007972.2|	6.993036131735667e-05	0.0006172839506172839	0.5	0.0	0.0012345679012345679	0.0003501361265389648	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|573060|BACT_17|gi|241767313|ref|NZ_ACQT01000340.1|	6.993036056210454e-05	0.0	0.0	0.0	0.0	0.000350136126535698	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|290340|BACT_82|gi|119952258|ref|NC_008712.1|	6.993036056210454e-05	0.0	0.0	0.0	0.0	0.000350136126535698	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|266265|BACT_281|gi|91780071|ref|NC_007953.1|	6.993036056210454e-05	0.0	0.0	0.0	0.0	0.000350136126535698	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|232721|BACT_18|gi|121582553|ref|NC_008766.1|	6.993036056210454e-05	0.0	0.0	0.0	0.0	0.000350136126535698	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|232721|BACT_18|gi|121582466|ref|NC_008765.1|	6.993036056210454e-05	0.0	0.0	0.0	0.0	0.000350136126535698	0.0001122334455667789	0.09090909090909091	0.0	0.0012345679012345679
ti|546268|BACT_810|gi|260590252|ref|NZ_ACEO02000003.1|	5.823479549316302e-05	0.0049382716049382715	4.0	0.0049382716049382715	0.0	0.0001681990635864886	0.008024691358024692	6.5	0.007407407407407408	0.0012345679012345679
ti|575612|BACT_1457|gi|288802775|ref|NZ_GG740015.1|	5.277561520218249e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0	5.277561520218249e-05	0.0024691358024691358	2.0	0.0024691358024691358	0.0
ti|553219|BACT_297|gi|255322088|ref|NZ_ACVQ01000016.1|	5.2761842088082904e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	5.276182862730129e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|553175|BACT_889|gi|229495633|ref|NZ_ACNN01000011.1|	5.2761842088082904e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0	5.2761842088082904e-05	0.0012345679012345679	1.0	0.0012345679012345679	0.0
ti|596320|BACT_804|gi|241759517|ref|NZ_ACQV01000019.1|	4.957121476905916e-05	0.0	0.0	0.0	0.0	0.0009825310835033076	0.0013580246913580249	1.1	0.0012345679012345679	0.0012345679012345679
ti|596320|BACT_804|gi|241759367|ref|NZ_ACQV01000017.1|	4.782191077074785e-05	0.0	0.0	0.0	0.0	0.0009710048809914974	0.0001234567901234568	0.1	0.0	0.0012345679012345679
ti|521004|BACT_617|gi|229844592|ref|NZ_ABWW01000003.1|	4.16831340033821e-05	0.003703703703703704	3.0	0.003703703703703704	0.0	5.2874751353724343e-05	0.003127572016460905	2.533333333333333	0.0024691358024691358	0.0024691358024691358
ti|521004|BACT_617|gi|229845466|ref|NZ_ABWW01000013.1|	3.841747396387754e-05	0.0	0.0	0.0	0.0	5.2830860508031984e-05	0.0002469135802469136	0.2	0.0	0.0012345679012345679
